cell,instrument,tenor_family,auction_date,cusip,security_term,original_security_term,remaining_term_days,reopening,announcemt_date,issue_date,offering_amt,t0_is_trading_day,valid_window,exclusion_reason,pre_open,pre_close,post_open,post_close,t0_index,iso_year,iso_week,calendar_month,qra_in_window,qra_signed,ann_in_window,ann_signed,ovl_2Year,ovl_3Year,ovl_5Year,ovl_7Year,ovl_10Year,ovl_20Year,ovl_30Year,ovl_TIPS,ovl_FRN
PRIMARY,TLT,30-Year,2022-07-13,912810TG3,29-Year 10-Month,30-Year,10899,Yes,2022-07-07,2022-07-15,19000000000,YES,YES,,2022-07-05,2022-07-12,2022-07-13,2022-07-20,5023,2022,28,2022-07,NO,0,YES,-1,0,1,0,0,1,1,0,0,1
PRIMARY,TLT,30-Year,2022-08-11,912810TJ7,30-Year,30-Year,10962,No,2022-08-03,2022-08-15,21000000000,YES,YES,,2022-08-03,2022-08-10,2022-08-11,2022-08-18,5044,2022,32,2022-08,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-09-13,912810TJ7,29-Year 11-Month,30-Year,10929,Yes,2022-09-08,2022-09-15,18000000000,YES,YES,,2022-09-02,2022-09-12,2022-09-13,2022-09-20,5066,2022,37,2022-09,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2022-10-13,912810TJ7,29-Year 10-Month,30-Year,10899,Yes,2022-10-06,2022-10-17,18000000000,YES,YES,,2022-10-05,2022-10-12,2022-10-13,2022-10-20,5088,2022,41,2022-10,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-11-10,912810TL2,30-Year,30-Year,10963,No,2022-11-02,2022-11-15,21000000000,YES,YES,,2022-11-02,2022-11-09,2022-11-10,2022-11-17,5108,2022,45,2022-11,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-12-13,912810TL2,29-Year 11-Month,30-Year,10930,Yes,2022-12-08,2022-12-15,18000000000,YES,YES,,2022-12-05,2022-12-12,2022-12-13,2022-12-20,5130,2022,50,2022-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2023-01-12,912810TL2,29-Year 10-Month,30-Year,10900,Yes,2023-01-05,2023-01-17,18000000000,YES,YES,,2023-01-04,2023-01-11,2023-01-12,2023-01-20,5150,2023,2,2023-01,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2023-02-09,912810TN8,30-Year,30-Year,10964,No,2023-02-01,2023-02-15,21000000000,YES,YES,,2023-02-01,2023-02-08,2023-02-09,2023-02-16,5169,2023,6,2023-02,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2023-03-09,912810TN8,29-Year 11-Month,30-Year,10936,Yes,2023-03-02,2023-03-15,18000000000,YES,YES,,2023-03-01,2023-03-08,2023-03-09,2023-03-16,5188,2023,10,2023-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2023-04-13,912810TN8,29-Year 10-Month,30-Year,10901,Yes,2023-04-06,2023-04-17,18000000000,YES,YES,,2023-04-04,2023-04-12,2023-04-13,2023-04-20,5212,2023,15,2023-04,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2023-05-11,912810TR9,30-Year,30-Year,10962,No,2023-05-03,2023-05-15,21000000000,YES,YES,,2023-05-03,2023-05-10,2023-05-11,2023-05-18,5232,2023,19,2023-05,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2023-06-13,912810TR9,29-Year 11-Month,30-Year,10929,Yes,2023-06-08,2023-06-15,18000000000,YES,YES,,2023-06-05,2023-06-12,2023-06-13,2023-06-21,5254,2023,24,2023-06,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2023-07-13,912810TR9,29-Year 10-Month,30-Year,10899,Yes,2023-07-06,2023-07-17,18000000000,YES,YES,,2023-07-05,2023-07-12,2023-07-13,2023-07-20,5274,2023,28,2023-07,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2023-08-10,912810TT5,30-Year,30-Year,10963,No,2023-08-02,2023-08-15,23000000000,YES,YES,,2023-08-02,2023-08-09,2023-08-10,2023-08-17,5294,2023,32,2023-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2023-09-13,912810TT5,29-Year 11-Month,30-Year,10929,Yes,2023-09-07,2023-09-15,20000000000,YES,YES,,2023-09-05,2023-09-12,2023-09-13,2023-09-20,5317,2023,37,2023-09,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2023-10-12,912810TT5,29-Year 10-Month,30-Year,10900,Yes,2023-10-05,2023-10-16,20000000000,YES,YES,,2023-10-04,2023-10-11,2023-10-12,2023-10-19,5338,2023,41,2023-10,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2023-11-09,912810TV0,30-Year,30-Year,10964,No,2023-11-01,2023-11-15,24000000000,YES,YES,,2023-11-01,2023-11-08,2023-11-09,2023-11-16,5358,2023,45,2023-11,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2023-12-12,912810TV0,29-Year 11-Month,30-Year,10931,Yes,2023-12-07,2023-12-15,21000000000,YES,YES,,2023-12-04,2023-12-11,2023-12-12,2023-12-19,5380,2023,50,2023-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2024-01-11,912810TV0,29-Year 10-Month,30-Year,10901,Yes,2024-01-04,2024-01-16,21000000000,YES,YES,,2024-01-03,2024-01-10,2024-01-11,2024-01-19,5400,2024,2,2024-01,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2024-02-08,912810TX6,30-Year,30-Year,10965,No,2024-01-31,2024-02-15,25000000000,YES,YES,,2024-01-31,2024-02-07,2024-02-08,2024-02-15,5419,2024,6,2024-02,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2024-03-13,912810TX6,29-Year 11-Month,30-Year,10931,Yes,2024-03-07,2024-03-15,22000000000,YES,YES,,2024-03-05,2024-03-12,2024-03-13,2024-03-20,5442,2024,11,2024-03,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2024-04-11,912810TX6,29-Year 10-Month,30-Year,10902,Yes,2024-04-04,2024-04-15,22000000000,YES,YES,,2024-04-03,2024-04-10,2024-04-11,2024-04-18,5462,2024,15,2024-04,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2024-05-09,912810UA4,30-Year,30-Year,10963,No,2024-05-01,2024-05-15,25000000000,YES,YES,,2024-05-01,2024-05-08,2024-05-09,2024-05-16,5482,2024,19,2024-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2024-06-13,912810UA4,29-Year 11-Month,30-Year,10928,Yes,2024-06-06,2024-06-17,22000000000,YES,YES,,2024-06-05,2024-06-12,2024-06-13,2024-06-21,5506,2024,24,2024-06,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2024-07-11,912810UA4,29-Year 10-Month,30-Year,10900,Yes,2024-07-03,2024-07-15,22000000000,YES,YES,,2024-07-02,2024-07-10,2024-07-11,2024-07-18,5524,2024,28,2024-07,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2024-08-08,912810UC0,30-Year,30-Year,10964,No,2024-07-31,2024-08-15,25000000000,YES,YES,,2024-07-31,2024-08-07,2024-08-08,2024-08-15,5544,2024,32,2024-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2024-09-12,912810UC0,29-Year 11-Month,30-Year,10929,Yes,2024-09-05,2024-09-16,22000000000,YES,YES,,2024-09-04,2024-09-11,2024-09-12,2024-09-19,5568,2024,37,2024-09,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2024-10-10,912810UC0,29-Year 10-Month,30-Year,10901,Yes,2024-10-03,2024-10-15,22000000000,YES,YES,,2024-10-02,2024-10-09,2024-10-10,2024-10-17,5588,2024,41,2024-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2024-11-06,912810UE6,30-Year,30-Year,10966,No,2024-10-30,2024-11-15,25000000000,YES,YES,,2024-10-29,2024-11-05,2024-11-06,2024-11-13,5607,2024,45,2024-11,YES,-1,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2024-12-12,912810UE6,29-Year 11-Month,30-Year,10930,Yes,2024-12-05,2024-12-16,22000000000,YES,YES,,2024-12-04,2024-12-11,2024-12-12,2024-12-19,5632,2024,50,2024-12,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-01-08,912810UE6,29-Year 10-Month,30-Year,10903,Yes,2025-01-02,2025-01-15,22000000000,YES,YES,,2024-12-30,2025-01-07,2025-01-08,2025-01-16,5649,2025,2,2025-01,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2025-02-13,912810UG1,30-Year,30-Year,10959,No,2025-02-05,2025-02-18,25000000000,YES,YES,,2025-02-05,2025-02-12,2025-02-13,2025-02-21,5673,2025,7,2025-02,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-03-13,912810UG1,29-Year 11-Month,30-Year,10931,Yes,2025-03-06,2025-03-17,22000000000,YES,YES,,2025-03-05,2025-03-12,2025-03-13,2025-03-20,5692,2025,11,2025-03,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-04-10,912810UG1,29-Year 10-Month,30-Year,10903,Yes,2025-04-03,2025-04-15,22000000000,YES,YES,,2025-04-02,2025-04-09,2025-04-10,2025-04-17,5712,2025,15,2025-04,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-05-08,912810UK2,30-Year,30-Year,10964,No,2025-04-30,2025-05-15,25000000000,YES,YES,,2025-04-30,2025-05-07,2025-05-08,2025-05-15,5731,2025,19,2025-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2025-06-12,912810UK2,29-Year 11-Month,30-Year,10929,Yes,2025-06-05,2025-06-16,22000000000,YES,YES,,2025-06-04,2025-06-11,2025-06-12,2025-06-20,5755,2025,24,2025-06,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-07-10,912810UK2,29-Year 10-Month,30-Year,10901,Yes,2025-07-03,2025-07-15,22000000000,YES,YES,,2025-07-01,2025-07-09,2025-07-10,2025-07-17,5773,2025,28,2025-07,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2025-08-07,912810UM8,30-Year,30-Year,10965,No,2025-07-30,2025-08-15,25000000000,YES,YES,,2025-07-30,2025-08-06,2025-08-07,2025-08-14,5793,2025,32,2025-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2025-09-11,912810UM8,29-Year 11-Month,30-Year,10930,Yes,2025-09-04,2025-09-15,22000000000,YES,YES,,2025-09-03,2025-09-10,2025-09-11,2025-09-18,5817,2025,37,2025-09,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-10-09,912810UM8,29-Year 10-Month,30-Year,10902,Yes,2025-10-02,2025-10-15,22000000000,YES,YES,,2025-10-01,2025-10-08,2025-10-09,2025-10-16,5837,2025,41,2025-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2025-11-13,912810UP1,30-Year,30-Year,10959,No,2025-11-05,2025-11-17,25000000000,YES,YES,,2025-11-05,2025-11-12,2025-11-13,2025-11-20,5862,2025,46,2025-11,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2025-12-11,912810UP1,29-Year 11-Month,30-Year,10931,Yes,2025-12-04,2025-12-15,22000000000,YES,YES,,2025-12-03,2025-12-10,2025-12-11,2025-12-18,5881,2025,50,2025-12,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2026-01-13,912810UP1,29-Year 10-Month,30-Year,10898,Yes,2026-01-08,2026-01-15,22000000000,YES,YES,,2026-01-05,2026-01-12,2026-01-13,2026-01-21,5902,2026,3,2026-01,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2026-02-12,912810UR7,30-Year,30-Year,10960,No,2026-02-04,2026-02-17,25000000000,YES,YES,,2026-02-04,2026-02-11,2026-02-12,2026-02-20,5923,2026,7,2026-02,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2026-03-12,912810UR7,29-Year 11-Month,30-Year,10932,Yes,2026-03-05,2026-03-16,22000000000,YES,YES,,2026-03-04,2026-03-11,2026-03-12,2026-03-19,5942,2026,11,2026-03,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2026-04-09,912810UR7,29-Year 10-Month,30-Year,10904,Yes,2026-04-02,2026-04-15,22000000000,YES,YES,,2026-03-31,2026-04-08,2026-04-09,2026-04-16,5961,2026,15,2026-04,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2026-05-13,912810UU0,30-Year,30-Year,10960,No,2026-05-06,2026-05-15,25000000000,YES,YES,,2026-05-05,2026-05-12,2026-05-13,2026-05-20,5985,2026,20,2026-05,YES,-1,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2026-06-11,912810UU0,29-Year 11-Month,30-Year,10931,Yes,2026-06-04,2026-06-15,22000000000,YES,NO,WINDOW_AFTER_PANEL_END,,,,,6005,2026,24,2026-06,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1990-02-07,912827YN6,10-Year,10-Year,3660,No,1990-01-31,1990-02-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,6,1990-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1990-05-09,912827YW6,10-Year,10-Year,3659,No,1990-05-02,1990-05-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,19,1990-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1990-08-08,912827ZE5,10-Year,10-Year,3660,No,1990-08-01,1990-08-15,10500000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,32,1990-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1990-11-07,912827ZN5,10-Year,10-Year,3661,No,1990-10-31,1990-11-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1990,45,1990-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1991-02-06,912827ZX3,10-Year,10-Year,3662,No,1991-01-30,1991-02-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,6,1991-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1991-05-08,912827A85,10-Year,10-Year,3660,No,1991-05-01,1991-05-15,11750000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,19,1991-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1991-08-07,912827B92,10-Year,10-Year,3661,No,1991-07-31,1991-08-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,32,1991-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1991-11-06,912827D25,10-Year,10-Year,3662,No,1991-10-30,1991-11-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1991,45,1991-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1992-02-12,912827D25,9-Year 9-Month,10-Year,3564,Yes,1992-02-05,1992-02-18,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,7,1992-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1992-05-06,912827F49,10-Year,10-Year,3661,No,1992-04-29,1992-05-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,19,1992-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1992-08-12,912827G55,10-Year,10-Year,3655,No,1992-08-05,1992-08-17,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,33,1992-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1992-11-10,912827G55,9-Year 9-Month,10-Year,3565,Yes,1992-11-03,1992-11-16,11250000000,NO,NO,T0_NOT_ON_GRID,,,,,,1992,46,1992-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1993-02-10,912827J78,10-Year,10-Year,3657,No,1993-02-03,1993-02-16,10750000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,6,1993-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1993-05-12,912827J78,9-Year 9-Month,10-Year,3566,Yes,1993-05-05,1993-05-17,10750000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,19,1993-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1993-08-11,912827L83,10-Year,10-Year,3656,No,1993-08-04,1993-08-16,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,32,1993-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1993-11-10,912827L83,9-Year 9-Month,10-Year,3565,Yes,1993-11-03,1993-11-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1993,45,1993-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1994-02-09,912827N81,10-Year,10-Year,3658,No,1994-02-02,1994-02-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1994,6,1994-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1994-05-11,912827P89,10-Year,10-Year,3657,No,1994-05-04,1994-05-16,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1994,19,1994-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1994-08-10,912827Q88,10-Year,10-Year,3658,No,1994-08-03,1994-08-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1994,32,1994-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1994-11-09,912827R87,10-Year,10-Year,3659,No,1994-11-02,1994-11-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1994,45,1994-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1995-02-08,912827S86,10-Year,10-Year,3660,No,1995-02-01,1995-02-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1995,6,1995-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1995-05-10,912827T85,10-Year,10-Year,3658,No,1995-05-03,1995-05-15,12500000000,NO,NO,T0_NOT_ON_GRID,,,,,,1995,19,1995-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1995-08-09,912827U83,10-Year,10-Year,3659,No,1995-08-02,1995-08-15,13000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1995,32,1995-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1995-11-21,912827V82,10-Year,10-Year,3647,No,1995-11-13,1995-11-24,13500000000,NO,NO,T0_NOT_ON_GRID,,,,,,1995,47,1995-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1996-02-07,912827W81,10-Year,10-Year,3661,No,1996-01-31,1996-02-15,14000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,6,1996-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1996-05-08,912827X80,10-Year,10-Year,3659,No,1996-05-01,1996-05-15,14000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,19,1996-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1996-07-09,912827Y55,10-Year,10-Year,3658,No,1996-07-03,1996-07-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,28,1996-07,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1996-08-07,912827Y55,9-Year 11-Month,10-Year,3629,Yes,1996-07-31,1996-08-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,32,1996-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1996-10-08,912827Z62,10-Year,10-Year,3659,No,1996-10-02,1996-10-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,41,1996-10,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1996-11-06,912827Z62,9-Year 11-Month,10-Year,3630,Yes,1996-10-30,1996-11-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1996,45,1996-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1997-02-12,9128272J0,10-Year,10-Year,3655,No,1997-02-05,1997-02-18,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,7,1997-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1997-05-07,9128272U5,10-Year,10-Year,3660,No,1997-04-30,1997-05-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,19,1997-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1997-08-06,9128273E0,10-Year,10-Year,3661,No,1997-07-30,1997-08-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,32,1997-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1997-11-05,9128273E0,9-Year 9-Month,10-Year,3570,Yes,1997-10-29,1997-11-17,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1997,45,1997-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1998-02-11,9128273X8,10-Year,10-Year,3656,No,1998-02-04,1998-02-17,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,7,1998-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1998-05-13,9128274F6,10-Year,10-Year,3655,No,1998-05-06,1998-05-15,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,20,1998-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1998-08-12,9128274F6,9-Year 9-Month,10-Year,3564,Yes,1998-08-05,1998-08-17,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,33,1998-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1998-11-04,9128274V1,10-Year,10-Year,3664,No,1998-10-28,1998-11-16,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1998,45,1998-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1999-02-10,9128274V1,9-Year 9-Month,10-Year,3566,Yes,1999-02-03,1999-02-16,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1999,6,1999-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1999-05-12,9128275G3,10-Year,10-Year,3656,No,1999-05-05,1999-05-17,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1999,19,1999-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1999-08-11,9128275N8,10-Year,10-Year,3657,No,1999-08-04,1999-08-16,12000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1999,32,1999-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,1999-11-10,9128275N8,9-Year 9-Month,10-Year,3566,Yes,1999-11-03,1999-11-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,1999,45,1999-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2000-02-09,9128275Z1,10-Year,10-Year,3659,No,2000-02-02,2000-02-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2000,6,2000-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2000-05-10,9128275Z1,9-Year 9-Month,10-Year,3568,Yes,2000-05-03,2000-05-15,8000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2000,19,2000-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2000-08-09,9128276J6,10-Year,10-Year,3658,No,2000-08-02,2000-08-15,10000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2000,32,2000-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2000-11-08,9128276J6,9-Year 9-Month,10-Year,3567,Yes,2000-11-01,2000-11-15,8000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2000,45,2000-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2001-02-07,9128276T4,10-Year,10-Year,3660,No,2001-01-31,2001-02-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,6,2001-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2001-05-09,9128276T4,9-Year 9-Month,10-Year,3569,Yes,2001-05-02,2001-05-15,9000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,19,2001-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2001-08-08,9128277B2,10-Year,10-Year,3659,No,2001-08-01,2001-08-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,32,2001-08,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2001-10-04,9128277B2,9-Year 10-Month,10-Year,3602,Yes,2001-10-04,2001-10-05,6000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,40,2001-10,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2001-11-07,9128277B2,9-Year 9-Month,10-Year,3568,Yes,2001-10-31,2001-11-15,7000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2001,45,2001-11,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2002-02-06,9128277L0,10-Year,10-Year,3661,No,2002-01-30,2002-02-15,13000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2002,6,2002-02,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2002-05-08,9128277L0,9-Year 9-Month,10-Year,3570,Yes,2002-05-01,2002-05-15,11000000000,NO,NO,T0_NOT_ON_GRID,,,,,,2002,19,2002-05,,,,,,,,,,,,,
SECONDARY,IEF,10-Year,2002-08-07,912828AJ9,10-Year,10-Year,3661,No,2002-07-31,2002-08-15,18000000000,YES,YES,,2002-07-30,2002-08-06,2002-08-07,2002-08-14,6,2002,32,2002-08,YES,-1,YES,-1,0,0,1,0,0,0,0,0,0
SECONDARY,IEF,10-Year,2002-11-06,912828AP5,10-Year,10-Year,3662,No,2002-10-30,2002-11-15,18000000000,YES,YES,,2002-10-29,2002-11-05,2002-11-06,2002-11-13,70,2002,45,2002-11,YES,-1,YES,-1,0,0,1,0,0,0,0,0,0
SECONDARY,IEF,10-Year,2003-02-12,912828AU4,10-Year,10-Year,3656,No,2003-02-05,2003-02-18,18000000000,YES,YES,,2003-02-04,2003-02-11,2003-02-12,2003-02-20,136,2003,7,2003-02,YES,-1,YES,-1,0,0,1,0,0,0,0,0,0
SECONDARY,IEF,10-Year,2003-05-08,912828BA7,10-Year,10-Year,3660,No,2003-04-30,2003-05-15,18000000000,YES,YES,,2003-04-30,2003-05-07,2003-05-08,2003-05-15,195,2003,19,2003-05,NO,0,NO,0,0,1,1,0,0,0,0,0,0
SECONDARY,IEF,10-Year,2003-08-07,912828BH2,10-Year,10-Year,3661,No,2003-07-30,2003-08-15,18000000000,YES,YES,,2003-07-30,2003-08-06,2003-08-07,2003-08-14,258,2003,32,2003-08,NO,0,NO,0,0,1,1,0,0,0,0,0,0
SECONDARY,IEF,10-Year,2003-09-11,912828BH2,9-Year 11-Month,10-Year,3626,Yes,2003-09-08,2003-09-15,13000000000,YES,YES,,2003-09-03,2003-09-10,2003-09-11,2003-09-18,282,2003,37,2003-09,NO,0,YES,-1,0,0,1,0,0,0,0,0,0
